crop_name,ph,moisture,n,p,k,temperature,rainfall,humidity,latitude,longitude,season,year,yield_achieved,soil_type
Blackgram,7.08,64.05,43.31,72.08,23.43,32.61,74.48,78.21,29.662814,78.721741,kharif,2023,1170.19,chalky
Blackgram,7.13,85.48,51.08,81.16,24.17,28.93,84.79,58.02,29.598026,79.915762,kharif,2023,1023.23,silt
Chickpea,7.17,98.49,44.8,86.84,101.7,20.24,76.67,78.41,23.639073,88.021298,rabi,2020,1722.22,peat
Blackgram,8.5,32.3,33.93,50.88,14.63,32.83,50.73,30.23,22.821494,89.360149,kharif,2021,636.64,sandy
Potato,5.37,75.42,142.63,73.45,156.38,15.71,552.7,56.88,11.342811,76.403912,zaid,2020,23756.18,silt
Rice,6.6,89.2,125.83,26.57,48.71,20.72,1283.02,54.76,29.367519,74.550794,kharif,2021,2784.74,chalky
Tomato,7.49,56.19,91.79,32.03,98.97,19.26,343.02,35.27,24.451866,79.744063,kharif,2022,17649.3,loamy
Pigeon Pea,6.12,91.81,29.4,22.61,42.8,31.59,650.65,74.65,21.944811,81.841961,kharif,2020,1093.45,loamy
Rice,5.18,46.91,50.8,12.58,23.38,17.99,867.16,53.74,23.892937,87.397911,kharif,2021,2113.41,sandy
Maize,5.88,50.88,199.62,37.23,71.23,20.93,849.26,75.94,18.678659,75.182041,kharif,2020,4702.41,loamy
Tomato,5.57,50.17,73.87,26.03,78.88,16.2,322.95,36.7,30.013381,78.778643,kharif,2023,22764.43,clay
Wheat,6.82,96.39,174.39,39.36,52.92,21.28,583.73,54.18,22.972542,80.190226,rabi,2020,3751.81,chalky
Blackgram,6.89,94.93,52.13,82.66,29.02,32.77,66.85,50.74,21.083577,75.269034,rabi,2023,1080.77,peat
Sugarcane,6.27,99.55,237.09,58.04,140.33,31.31,1435.92,67.72,22.486818,88.769149,kharif,2021,63434.1,chalky
Maize,6.02,61.73,199.87,34.94,87.82,22.79,645.72,79.77,19.46194,74.686234,zaid,2021,3711.51,sandy
Lentil,6.76,60.6,27.5,75.3,28.11,19.49,44.88,78.57,21.249962,75.877669,rabi,2020,861.19,sandy
Lentil,6.08,99.08,20.21,78.86,26.3,22.78,40.81,68.73,28.964261,74.927384,rabi,2023,1049.34,clay
Wheat,7.08,97.25,156.62,44.24,59.92,16.35,620.94,58.1,18.972083,75.366119,rabi,2022,4038.73,peat
Coconut,7.33,65.28,17.18,11.2,19.65,24.46,122.64,66.5,25.649252,78.617382,rabi,2020,6828.8,sandy
Mothbeans,7.22,51.26,27.38,51.99,21.78,26.02,38.52,74.95,29.773014,75.11747,kharif,2020,836.48,chalky
Rice,7.79,43.23,51.57,16.4,30.05,36.84,876.26,32.44,30.389112,79.917542,rabi,2023,2063.42,chalky
Orange,7.34,96.63,29.41,13.7,12.71,21.96,128.06,67.88,23.030896,72.740704,rabi,2020,21329.05,loamy
Soybean,6.81,95.2,28.53,43.72,56.63,23.21,765.7,51.52,13.601866,77.77792,kharif,2021,2442.22,clay
Lentil,6.64,72.73,24.58,83.77,20.24,26.77,52.38,70.36,10.799704,77.111056,rabi,2022,899.05,chalky
Watermelon,6.48,93.03,53.47,25.72,74.67,24.79,54.52,56.43,28.590231,76.841323,zaid,2021,28429.55,peat
Orange,7.95,75.31,29.9,13.25,10.64,23.23,125.72,67.08,13.556136,78.849577,kharif,2023,18692.82,silt
Blackgram,6.94,78.05,54.92,66.14,23.71,25.18,81.67,75.07,20.687655,75.405129,kharif,2023,1245.97,loamy
Soybean,8.26,46.19,14.64,22.43,30.66,15.48,422.75,58.87,22.43357,75.250451,zaid,2021,1362.51,chalky
Watermelon,7.17,52.82,30.04,15.86,32.87,23.22,33.47,43.64,12.292744,76.799284,rabi,2023,19596.39,peat
Chickpea,8.23,89.03,49.41,75.83,119.99,18.45,60.31,68.79,22.581663,73.78933,rabi,2021,1705.44,chalky
Groundnut,6.83,59.22,28.41,29.97,48.61,33.6,547.81,68.46,20.246494,86.736442,kharif,2023,1959.14,chalky
Apple,6.13,69.75,20.84,187.52,226.89,21.89,128.86,66.34,12.884555,76.50421,kharif,2022,14556.86,loamy
Orange,6.32,57.64,23.98,14.71,11.71,24.56,130.12,55.81,31.352768,76.821943,rabi,2023,20609.94,loamy
Jute,8.03,50.01,65.84,23.06,33.55,18.08,97.13,69.15,22.37999,72.738048,kharif,2023,1553.31,loamy
Banana,4.76,54.44,87.48,40.04,42.88,24.67,60.16,42.68,25.435215,89.495119,zaid,2020,18752.09,peat
Wheat,6.5,62.76,138.69,33.41,65.2,22.44,551.39,73.63,11.667496,77.592675,rabi,2022,3714.27,chalky
Lentil,4.6,26.56,15.66,37.91,13.13,26.23,28.05,45.57,21.283537,87.089281,rabi,2023,541.92,sandy
Wheat,8.05,37.12,60.86,24.56,30.88,29.35,327.82,48.48,30.429226,75.48524,year_round,2023,2434.06,clay
Kidneybeans,5.62,63.55,27.9,79.04,25.33,17.91,84.68,63.54,21.124972,73.793468,kharif,2020,1172.19,sandy
Mothbeans,8.01,49.0,22.67,49.54,28.23,25.11,40.22,66.0,12.687616,79.980638,kharif,2022,815.79,silt
Cotton,4.95,44.43,63.38,15.18,40.92,16.86,359.21,67.23,23.847551,72.208795,year_round,2021,369.38,chalky
Potato,7.05,49.97,54.75,43.67,116.03,10.65,371.34,46.31,14.855755,78.248755,year_round,2020,18754.09,silt
Kidneybeans,5.18,29.06,13.08,33.8,15.56,23.3,41.15,37.96,12.188886,76.086508,kharif,2020,803.11,sandy
Onion,6.4,67.85,133.69,36.76,109.96,20.62,437.28,72.48,11.020322,77.167645,rabi,2020,22491.65,silt
Soybean,6.47,93.75,22.65,41.01,65.9,20.83,874.53,58.8,21.516595,77.846456,kharif,2021,2537.37,sandy
Blackgram,7.07,42.04,47.32,84.88,24.0,33.21,76.38,60.14,23.369464,74.696797,rabi,2021,1057.47,chalky
Mungbean,6.96,52.5,26.54,56.76,25.25,28.05,44.71,72.27,24.094958,80.932983,kharif,2021,1108.09,loamy
Cotton,8.72,39.69,55.47,16.91,36.77,22.86,330.48,60.47,25.512408,86.81134,kharif,2020,377.0,chalky
Coffee,5.01,46.73,88.63,26.65,25.21,32.46,112.95,45.72,20.876928,80.8078,zaid,2020,580.76,chalky
Maize,6.07,51.28,214.75,31.49,74.38,22.09,714.06,61.96,20.860173,73.577461,kharif,2021,4259.3,sandy
Rice,7.28,55.56,73.6,13.14,27.0,23.71,754.2,61.35,14.311819,79.798082,kharif,2023,1654.43,clay
Mango,5.41,98.74,25.06,23.61,41.75,31.68,110.07,56.68,24.113461,88.425953,zaid,2022,9080.96,loamy
Sugarcane,7.42,92.72,296.01,50.43,148.87,22.43,1486.14,71.55,29.832939,78.688093,zaid,2021,83163.52,chalky
Blackgram,6.74,60.97,54.58,72.59,29.81,34.22,87.99,57.26,22.598447,81.422673,rabi,2021,1138.54,loamy
Wheat,6.13,68.39,128.33,30.04,52.92,21.06,698.57,53.2,24.983716,81.755188,rabi,2023,3280.51,loamy
Soybean,8.1,41.25,15.31,16.36,39.41,32.88,525.58,32.21,11.835848,78.1692,kharif,2021,1379.59,chalky
Watermelon,4.82,50.8,24.31,15.23,30.82,26.87,25.46,51.95,24.185131,85.364164,rabi,2023,20713.72,chalky
Muskmelon,6.14,60.16,102.67,26.89,51.85,28.65,20.63,58.03,20.509522,88.103554,zaid,2020,20963.26,loamy
Coffee,6.33,73.95,138.27,35.37,42.02,26.79,142.36,66.53,14.579289,79.692682,kharif,2022,755.06,sandy
Pomegranate,5.56,52.92,20.64,12.69,54.38,23.05,140.53,62.36,29.61612,78.070104,kharif,2020,13550.39,chalky
Cotton,5.64,46.95,66.48,16.12,36.47,20.81,316.39,64.16,29.19374,75.442294,kharif,2022,304.58,loamy
Maize,5.61,39.28,132.91,17.38,33.62,22.1,496.47,59.74,20.909416,85.468785,zaid,2020,2808.04,peat
Watermelon,8.47,44.85,34.69,15.73,33.52,21.88,29.32,60.73,23.599666,86.188647,year_round,2021,17611.91,chalky
Wheat,8.32,28.45,88.28,18.33,43.21,12.19,358.74,34.98,24.71807,75.625877,rabi,2023,2261.54,chalky
Apple,6.15,88.36,24.07,164.49,250.73,22.23,104.99,73.66,12.554984,76.316594,rabi,2023,16143.1,sandy
Maize,6.23,65.4,200.01,26.75,60.9,26.46,660.56,70.2,20.563404,79.708215,zaid,2020,4132.5,chalky
Soybean,8.46,43.52,12.21,24.51,29.5,20.07,519.07,52.46,20.135411,75.790007,rabi,2021,1783.28,silt
Papaya,6.33,62.16,55.72,57.07,54.6,35.61,201.64,59.78,20.072845,72.582772,kharif,2023,42958.75,clay
Groundnut,7.9,32.29,11.58,13.5,26.54,29.64,378.18,35.99,23.358305,86.795004,zaid,2020,1565.85,silt
Cotton,7.78,58.24,98.58,21.38,58.52,23.39,737.03,63.36,30.810535,75.424601,kharif,2023,526.85,silt
Sugarcane,4.85,57.15,164.11,30.79,50.23,29.28,829.45,42.72,23.350265,75.396716,zaid,2021,44947.29,silt
Tomato,6.34,96.96,176.49,50.59,163.94,27.75,566.64,59.09,20.375623,75.025015,rabi,2022,31087.65,silt
Chilli,7.2,44.78,55.83,23.37,75.71,33.75,323.03,36.23,19.255836,72.290089,year_round,2022,11192.22,peat
Mothbeans,5.62,24.02,17.99,32.49,12.29,30.83,26.72,48.22,29.738431,76.928554,kharif,2021,659.68,sandy
Tomato,5.01,55.55,90.8,20.41,97.82,18.35,337.49,33.3,12.729618,79.704821,zaid,2021,24148.81,sandy
Wheat,7.34,30.19,71.86,16.91,42.44,29.52,350.53,37.28,20.970035,85.104306,rabi,2020,2550.25,clay
Mungbean,6.49,82.36,26.2,50.88,27.4,28.07,46.88,76.21,22.476578,80.349719,kharif,2023,1074.77,loamy
Mothbeans,8.25,23.48,10.23,30.07,17.81,20.9,23.13,66.25,21.890339,78.793161,kharif,2022,425.55,sandy
Blackgram,8.29,36.12,35.38,37.7,13.84,35.18,40.78,36.04,22.310247,80.855312,rabi,2021,915.73,loamy
Pomegranate,7.15,34.93,12.17,8.92,24.33,17.31,70.69,37.65,23.295893,73.18765,rabi,2021,9459.08,loamy
Maize,6.83,83.47,183.15,29.14,73.46,19.75,734.83,67.64,29.010111,76.155504,zaid,2022,4055.23,peat
Chilli,4.56,38.16,70.73,15.87,75.07,31.07,338.14,69.16,28.529883,77.281493,rabi,2021,10367.8,silt
Wheat,6.41,95.04,155.41,35.41,52.29,16.37,737.56,63.38,21.251406,75.491783,rabi,2020,3918.84,clay
Papaya,5.06,52.51,22.16,31.3,31.4,21.64,127.31,60.44,20.285323,73.418651,rabi,2020,20846.03,silt
Watermelon,6.0,71.85,52.3,24.25,53.18,25.71,53.13,63.87,10.562202,76.338183,zaid,2021,22831.83,sandy
Coconut,6.43,97.39,28.82,25.64,39.7,28.88,197.26,79.47,24.050897,86.215287,zaid,2023,10787.06,loamy
Tomato,6.38,75.6,159.98,59.78,133.54,22.8,427.6,52.43,23.191231,89.368093,zaid,2021,35960.12,loamy
Orange,6.55,84.09,29.21,10.38,13.05,22.64,134.71,55.18,10.700128,77.60325,kharif,2020,18451.55,silt
Apple,5.72,84.87,23.1,175.54,222.42,22.77,148.52,51.82,14.686698,76.661767,rabi,2020,16421.35,chalky
Mothbeans,9.0,23.1,13.13,34.22,11.92,19.85,25.16,46.68,28.524485,76.732185,year_round,2021,626.93,silt
Onion,7.25,42.54,89.1,25.24,55.95,13.0,305.25,57.8,23.66805,86.854869,rabi,2022,15405.06,clay
Sugarcane,5.73,51.13,133.14,31.72,85.27,30.87,929.57,34.74,19.866015,72.667724,rabi,2022,40971.37,loamy
Apple,4.54,44.95,10.52,82.79,179.15,23.63,85.29,53.46,21.092405,89.804314,rabi,2020,11253.92,clay
Potato,5.13,71.14,138.68,53.09,196.97,23.53,732.1,79.89,24.522404,86.077504,zaid,2023,25020.05,clay
Tomato,6.52,90.86,136.94,45.96,136.67,24.52,566.48,79.26,23.826645,89.100338,zaid,2022,27374.21,loamy
Maize,6.99,78.92,159.63,26.3,81.73,21.29,623.83,52.57,19.151204,73.293486,kharif,2020,3871.99,silt
Apple,6.08,81.48,20.67,172.34,248.89,23.5,117.11,55.22,23.107218,89.159561,rabi,2023,16906.64,clay
Kidneybeans,5.67,46.0,27.08,71.04,25.55,23.05,71.1,69.46,19.257966,75.5387,kharif,2021,1301.84,loamy
Sugarcane,7.72,61.36,101.26,20.27,86.66,22.72,767.75,50.47,25.630482,87.074076,rabi,2022,44857.21,clay
Grapes,5.46,36.36,14.66,105.88,113.54,37.48,44.95,68.06,11.63378,77.158171,zaid,2023,13665.89,clay
Grapes,5.81,77.23,21.63,132.75,255.88,24.1,87.6,72.23,23.200444,78.575665,zaid,2022,21276.33,silt
Wheat,6.63,49.98,142.99,37.78,51.17,22.38,520.7,68.09,10.341249,79.348316,rabi,2023,3609.05,clay
Wheat,8.37,28.18,67.0,16.23,36.42,19.65,331.55,43.84,11.632307,78.070847,rabi,2020,1857.64,chalky
Blackgram,5.1,37.44,33.88,37.98,10.68,30.35,37.34,62.66,30.536202,75.541916,rabi,2022,570.09,silt
Rice,8.05,47.95,83.54,13.41,23.56,37.3,643.98,50.53,31.52144,75.420111,rabi,2020,2453.08,silt
Watermelon,6.94,89.53,46.35,21.56,51.85,26.39,48.19,61.88,24.513866,86.875882,kharif,2023,26145.03,sandy
Chilli,4.83,39.74,64.46,19.88,82.37,15.94,261.17,68.24,30.314256,79.468051,year_round,2022,10409.02,sandy
Chilli,5.92,42.02,83.46,21.14,71.08,18.42,263.72,42.75,20.337096,72.964257,kharif,2021,7582.4,loamy
Mungbean,6.71,40.89,25.67,59.01,25.98,27.71,37.5,77.74,12.27958,76.284827,zaid,2023,1139.61,silt
Mothbeans,8.01,96.35,24.72,43.0,22.64,26.2,43.62,59.14,25.219436,79.234586,kharif,2021,867.38,loamy
Lentil,7.44,24.08,10.65,30.27,13.42,34.74,25.93,40.26,29.984487,76.585523,rabi,2020,750.62,loamy
Apple,6.64,44.97,12.68,91.36,158.62,18.84,78.95,45.3,31.344539,76.9945,zaid,2021,10925.62,peat
Pomegranate,7.48,90.4,26.56,12.71,55.31,23.65,100.83,55.6,11.878797,79.929931,zaid,2020,13195.46,chalky
Mango,3.78,46.9,12.63,17.01,25.12,36.22,71.81,64.26,29.031883,78.540434,rabi,2020,7713.32,chalky
Wheat,6.89,81.78,133.8,31.81,51.92,18.4,681.19,51.96,30.153606,77.969931,rabi,2020,3924.75,peat
Wheat,7.63,33.33,60.24,23.35,25.98,29.24,316.42,65.78,12.475733,77.922346,rabi,2021,2475.7,loamy
Blackgram,5.99,29.11,21.97,32.03,10.37,26.87,46.69,37.53,12.602636,78.896839,rabi,2023,691.04,loamy
Wheat,7.78,37.28,62.78,26.63,42.68,29.9,326.08,45.85,28.615584,78.894999,rabi,2023,2024.94,peat
Groundnut,7.24,98.8,24.18,20.73,45.47,28.94,677.43,50.22,23.415381,89.603854,rabi,2023,2381.05,clay
Pomegranate,7.35,69.28,27.48,13.33,51.65,19.31,144.74,57.46,20.231376,72.11314,rabi,2023,11293.44,loamy
Kidneybeans,5.56,44.69,23.48,86.29,22.02,22.88,85.06,54.88,13.433839,78.080331,rabi,2021,1378.89,peat
Banana,7.95,59.35,55.77,67.94,30.68,28.2,69.04,58.93,25.117007,86.100475,rabi,2023,19708.01,chalky
Apple,6.83,44.95,10.01,113.56,124.48,19.49,69.91,48.98,29.409939,76.743565,kharif,2020,8280.28,chalky
Chilli,7.48,40.22,80.53,24.63,65.4,15.89,274.7,48.05,20.634779,78.542979,zaid,2020,11776.78,clay
Mungbean,6.71,44.19,24.23,53.03,22.59,27.83,43.08,57.69,20.441303,76.559238,zaid,2023,1124.57,loamy
Chickpea,5.65,25.9,21.77,50.69,66.85,19.03,48.99,30.24,28.493854,79.880312,rabi,2023,956.7,sandy
Watermelon,6.79,99.38,44.58,23.92,56.72,26.56,58.6,73.66,21.232605,76.456561,kharif,2020,23637.62,chalky
Pomegranate,6.85,57.11,27.84,13.33,58.0,24.3,106.54,69.79,29.978544,75.865472,zaid,2020,12613.44,clay
Muskmelon,8.2,41.67,87.87,12.69,37.79,36.86,15.76,30.01,12.548614,79.611676,zaid,2023,14723.21,loamy
Chilli,6.28,95.69,119.9,43.97,116.91,29.81,532.36,74.51,24.197206,77.148518,kharif,2020,13756.92,chalky
Papaya,6.85,94.75,56.62,73.46,71.72,24.4,213.45,68.22,10.282573,78.710695,kharif,2023,39938.42,clay
Pomegranate,4.76,34.03,15.56,7.3,23.03,13.53,63.57,42.48,20.723387,85.599701,kharif,2022,9048.75,silt
Coffee,5.41,47.62,68.09,25.62,19.14,30.91,105.65,51.42,22.94316,88.407788,rabi,2020,423.98,loamy
Maize,6.46,55.17,166.85,27.25,62.66,25.02,806.46,61.92,20.02964,89.759059,zaid,2020,4366.94,loamy
Chickpea,6.48,35.03,46.68,81.83,106.77,19.99,61.59,66.29,10.898296,78.756436,rabi,2023,1604.28,chalky
Coffee,6.18,78.25,113.61,36.81,42.11,27.23,209.21,52.16,11.921848,76.524169,kharif,2021,928.96,loamy
Kidneybeans,6.36,37.89,13.69,51.38,10.76,28.98,37.41,67.34,22.5103,87.204276,kharif,2022,866.38,clay
Pomegranate,7.71,35.03,14.24,6.06,30.28,18.08,82.75,38.22,24.825687,78.759064,kharif,2021,9813.44,silt
Pomegranate,5.08,30.13,10.45,7.03,33.93,20.25,88.18,47.14,20.071132,85.626504,rabi,2020,7364.97,clay
Wheat,6.95,97.66,120.79,39.95,54.45,16.49,603.66,52.56,21.106777,77.097171,rabi,2021,3475.43,loamy
Potato,3.88,51.72,80.94,25.88,116.6,14.63,402.2,67.61,22.62906,81.294823,year_round,2022,20919.79,silt
Mungbean,6.5,56.2,27.71,40.04,28.89,28.34,49.11,54.92,12.46918,77.248478,zaid,2020,1044.53,loamy
Coconut,4.36,62.75,16.6,14.36,17.64,25.72,133.78,30.23,20.333639,89.251794,rabi,2021,6981.88,silt
Sugarcane,6.22,58.81,163.42,21.1,68.97,30.71,967.91,40.13,22.183653,75.010553,kharif,2021,46393.85,clay
Sugarcane,6.11,87.97,295.14,45.95,104.6,29.35,1589.1,58.02,22.239559,87.8183,rabi,2023,72464.42,chalky
Maize,4.39,35.72,129.56,20.3,30.17,17.95,383.64,45.95,18.080416,73.130983,kharif,2021,2062.43,silt
Coconut,7.5,75.0,10.04,15.99,15.62,30.54,104.41,42.79,31.566293,78.852442,zaid,2020,7866.61,silt
Onion,6.58,70.32,106.31,38.73,110.65,23.56,529.74,76.98,28.525152,75.85815,rabi,2022,19210.77,silt
Apple,6.33,81.72,27.85,131.41,223.95,23.15,144.03,69.23,24.560215,86.033908,kharif,2020,16629.44,clay
Maize,6.16,82.01,212.39,33.37,62.1,21.25,777.84,70.4,22.741152,76.332274,zaid,2023,3662.81,sandy
Muskmelon,6.28,72.48,107.87,28.56,72.74,29.96,21.41,70.51,20.738933,86.910721,zaid,2021,20700.01,loamy
Potato,4.85,65.54,131.92,68.33,200.71,20.79,642.37,76.05,11.709526,78.11071,rabi,2022,24087.27,peat
Jute,7.77,62.25,64.71,30.2,30.1,20.72,119.77,45.68,31.583723,75.696931,rabi,2020,1416.57,loamy
Mango,6.69,62.89,23.19,25.86,31.16,27.75,104.18,76.26,12.809491,77.733523,rabi,2022,10376.75,silt
Rice,7.18,81.57,140.18,21.87,57.85,32.11,1448.05,59.54,29.088529,77.886141,kharif,2020,2700.47,clay
Chilli,8.26,46.17,75.77,22.81,84.67,33.4,251.38,51.77,23.640297,85.833937,rabi,2023,11686.46,chalky
Lentil,5.61,22.32,16.8,38.53,11.84,20.1,21.71,31.32,22.002289,81.944269,rabi,2023,482.39,chalky
Mothbeans,7.69,32.24,20.16,45.19,26.61,24.5,34.4,76.33,18.13294,74.006851,kharif,2022,785.92,peat
Potato,5.32,61.2,114.33,70.07,224.79,23.97,655.66,79.2,20.374364,77.346953,zaid,2022,23002.62,silt
Pigeon Pea,8.72,29.63,15.81,17.43,24.65,21.23,421.54,36.73,20.754814,87.946658,kharif,2022,820.56,peat
Onion,5.48,44.93,67.27,24.38,55.49,20.68,281.05,62.4,23.027018,76.825945,zaid,2021,10063.61,silt
Grapes,7.07,42.12,14.44,71.54,135.78,33.17,46.13,33.05,23.557112,78.438873,rabi,2023,12124.39,peat
Apple,6.37,68.62,25.11,166.74,200.59,21.07,137.73,54.37,23.859946,86.147093,rabi,2022,14209.74,sandy
Pigeon Pea,6.85,82.45,29.28,20.55,36.32,26.94,841.95,55.39,20.004737,89.0507,kharif,2021,1111.53,peat
Orange,5.01,39.45,12.02,6.89,6.42,34.48,82.39,69.69,14.614125,76.94766,rabi,2021,13777.23,chalky
Blackgram,7.98,32.82,26.1,44.73,14.99,28.01,53.75,62.84,10.500847,77.409724,kharif,2023,705.14,sandy
Groundnut,6.37,84.56,24.6,26.29,51.15,24.2,641.24,52.64,22.500965,74.773603,kharif,2023,2394.39,chalky
Mothbeans,8.03,94.95,27.59,57.72,27.29,26.0,37.55,50.42,20.604843,76.82148,kharif,2023,762.49,silt
Coconut,4.67,62.66,14.43,17.54,22.71,20.16,134.17,49.72,21.037817,81.460112,zaid,2021,6829.75,sandy
Maize,7.16,38.24,106.08,15.49,52.58,22.45,517.09,63.68,22.749121,78.380782,rabi,2023,2186.87,chalky
Soybean,6.3,83.02,21.26,42.64,59.05,24.71,659.68,68.05,30.18646,76.616282,kharif,2020,2811.5,silt
Grapes,4.88,41.79,13.51,65.9,179.52,29.21,57.62,36.23,24.848088,76.825818,zaid,2022,15594.59,silt
Mothbeans,6.87,23.74,12.78,26.71,10.14,23.38,22.55,43.46,31.86794,74.960445,kharif,2020,620.45,clay
Coconut,4.84,71.56,17.23,17.99,26.03,32.19,115.82,37.61,23.36998,80.122037,zaid,2022,7909.67,chalky
Mothbeans,8.02,21.11,17.92,30.93,15.15,32.78,19.31,63.49,20.608809,72.803067,rabi,2022,430.12,silt
Soybean,5.94,41.21,16.97,21.15,32.97,28.35,362.3,64.86,10.271059,78.901912,kharif,2020,1320.93,peat
Cotton,6.46,58.0,81.56,20.31,59.7,21.33,689.05,63.76,14.500416,76.464556,kharif,2020,593.39,loamy
Jute,5.09,66.49,56.11,20.97,24.45,19.19,112.79,63.97,30.064247,79.461363,kharif,2023,1288.1,silt
Kidneybeans,4.29,30.63,16.54,43.45,12.04,10.79,41.5,59.78,30.82493,78.695909,zaid,2020,791.23,loamy
Pomegranate,7.97,33.18,11.42,7.24,35.7,28.77,72.22,69.95,11.855961,78.82008,rabi,2022,7616.79,silt
Mango,7.08,45.61,10.93,13.21,20.5,35.66,70.24,43.89,14.925169,79.557142,rabi,2021,7699.6,clay
Pomegranate,6.7,56.53,24.91,10.97,55.0,20.67,118.74,57.33,30.785054,74.316948,kharif,2022,13741.51,loamy
Lentil,7.52,22.59,12.61,48.16,13.63,17.44,30.02,57.11,28.850493,76.246017,rabi,2022,535.71,sandy
Coffee,5.03,49.64,71.75,18.3,21.28,22.74,118.87,51.83,22.430294,75.948035,kharif,2023,575.55,clay
Rice,5.3,90.84,135.66,27.61,51.23,27.41,1261.37,62.83,12.196683,76.806877,kharif,2020,3506.19,silt
Lentil,6.05,92.87,21.58,64.12,25.89,27.52,44.56,62.66,29.775251,75.476595,rabi,2022,993.38,clay
Kidneybeans,5.55,87.85,27.57,66.71,20.56,16.54,78.75,60.16,22.486886,75.103662,kharif,2022,1382.78,chalky
Muskmelon,6.28,83.19,105.83,25.7,54.21,31.01,28.49,73.35,20.951249,86.989802,zaid,2023,17441.6,silt
Onion,6.47,71.19,111.35,41.16,116.77,17.11,592.31,63.35,22.109899,89.547742,rabi,2020,21413.73,silt
Mungbean,7.71,36.55,16.95,24.67,11.03,29.05,30.34,67.51,22.249787,79.381009,year_round,2023,777.76,peat
Mothbeans,6.06,23.91,15.82,30.87,13.76,25.02,23.76,49.79,18.080537,73.691424,kharif,2020,452.53,clay
Tomato,6.59,88.92,124.04,56.63,130.64,25.73,542.98,67.37,30.419358,76.324708,kharif,2020,34771.32,clay
Grapes,6.06,74.63,28.82,191.78,271.65,32.81,78.46,58.96,29.484447,78.184994,zaid,2020,20854.76,chalky
Watermelon,7.39,49.37,28.74,11.9,38.58,29.04,35.38,34.63,18.907098,75.241213,zaid,2021,19148.94,silt
Watermelon,6.03,87.54,41.16,28.56,74.02,25.09,58.77,69.88,11.157063,78.233888,zaid,2021,28400.94,clay
Potato,4.95,94.59,140.45,53.67,175.7,16.55,520.68,64.54,23.38045,89.019024,rabi,2021,23528.61,sandy
Muskmelon,6.05,65.67,112.68,26.63,66.84,32.91,23.88,50.01,30.53792,77.546372,zaid,2023,17785.05,sandy
Onion,6.25,75.74,117.16,42.78,102.37,14.19,403.21,78.91,23.619278,75.558006,rabi,2021,22098.69,sandy
Watermelon,6.65,94.01,41.52,26.04,73.28,24.2,59.87,70.96,21.673793,86.444915,zaid,2020,28040.61,clay
Pomegranate,6.25,95.13,24.18,11.5,53.13,20.8,109.62,58.12,30.286559,76.730066,rabi,2023,11338.69,clay
Maize,7.81,36.84,122.32,17.67,40.56,20.22,438.12,33.54,22.413979,75.99339,rabi,2020,3306.36,clay
Soybean,6.88,80.3,23.01,31.42,68.96,25.7,616.07,54.21,30.109984,78.949023,kharif,2023,2892.46,clay
Watermelon,5.08,51.73,33.93,15.57,29.9,27.05,33.85,37.13,23.762624,72.697553,zaid,2023,15223.87,silt
Mango,5.35,69.74,27.44,27.6,39.76,31.87,91.81,72.86,11.983755,76.414475,zaid,2022,11511.22,sandy
Watermelon,6.94,71.81,48.55,27.74,61.76,26.22,55.96,56.09,13.990233,76.854852,kharif,2021,24504.05,sandy
Jute,6.18,88.32,104.05,56.58,52.0,24.02,179.12,63.72,22.410711,75.740147,kharif,2022,2268.22,sandy
Chilli,8.23,40.36,77.33,17.2,82.84,18.78,273.82,40.7,10.979901,79.775066,rabi,2020,12626.57,loamy
Soybean,7.11,43.82,15.43,17.11,39.33,19.68,408.53,56.19,12.400675,77.492829,kharif,2020,1681.59,loamy
Apple,6.4,72.43,27.18,152.66,258.74,24.0,137.44,68.43,11.70808,76.115459,zaid,2020,15277.9,silt
Sugarcane,7.11,94.22,232.7,57.8,104.22,32.92,1690.35,65.38,14.981311,76.916688,zaid,2020,74484.4,sandy
Mango,4.19,45.31,16.08,14.19,26.09,37.19,72.17,42.18,30.64358,77.307448,kharif,2021,5723.36,clay
Sugarcane,6.32,79.99,259.71,51.9,118.61,33.27,1429.97,64.81,24.720617,77.782137,zaid,2022,73785.83,loamy
Orange,6.96,82.9,25.99,10.9,12.4,20.82,133.97,63.54,28.092358,78.011151,rabi,2020,23070.63,clay
Jute,4.81,49.28,50.65,27.56,23.21,21.48,106.62,52.57,13.638957,77.638235,kharif,2022,1802.73,loamy
Sugarcane,6.66,79.3,288.27,41.04,109.56,30.98,1584.38,62.48,11.514655,77.301181,kharif,2022,77965.05,loamy
Wheat,6.06,63.9,148.79,38.71,56.79,15.92,584.09,65.68,28.955109,74.662845,rabi,2021,3522.35,sandy
Maize,4.9,39.37,102.84,22.22,44.6,15.51,387.22,39.01,30.093564,74.688613,rabi,2021,3204.2,loamy
Blackgram,7.39,76.91,52.67,66.67,20.53,25.47,78.38,56.77,22.850556,76.567569,kharif,2020,1271.54,clay
Pomegranate,5.89,93.35,25.37,14.25,40.99,22.66,130.84,68.78,10.504444,78.422281,rabi,2023,13247.54,silt
Banana,5.56,95.14,132.62,116.46,59.49,26.57,115.65,69.45,31.341449,77.694755,rabi,2023,38154.78,chalky
Kidneybeans,5.92,77.59,26.44,78.28,24.67,22.95,89.07,64.02,22.668833,79.67942,kharif,2021,1306.77,chalky
Muskmelon,6.29,51.77,119.53,21.1,72.39,34.04,23.6,69.18,24.172719,86.277514,zaid,2021,20135.31,chalky
